time_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pressure,temperature,is_launched,base_time_ms
7005110,-0.0598602,0.160209,7.89197,-0.00598602,0.0160209,-0.299301,312.739,23.2007,0,7001010
7005210,-0.0515556,0.171371,8.04297,-0.00515556,0.0171371,-0.257778,312.729,23.2422,0,7001010
7005310,-0.0427349,0.180817,8.26456,-0.00427349,0.0180817,-0.213675,312.719,23.2863,0,7001010
7005410,-0.0334864,0.188453,8.54787,-0.00334864,0.0188453,-0.167432,312.709,23.3326,0,7001010
7005510,-0.0239501,0.194179,8.87988,-0.00239501,0.0194179,-0.119751,312.699,23.3802,0,7001010
7005610,-0.014128,0.197994,9.25055,-0.0014128,0.0197994,-0.07064,312.689,23.4294,0,7001010
7005710,-0.00416445,0.199827,9.64357,-0.000416445,0.0199827,-0.0208223,312.679,23.4792,0,7001010
7005810,0.00584078,0.199659,10.0432,0.000584078,0.0199659,0.0292039,312.669,23.5292,0,7001010
7005910,0.0157875,0.197492,10.4336,0.00157875,0.0197492,0.0789377,312.659,23.5789,0,7001010
7006010,0.025529,0.193373,10.7973,0.0025529,0.0193373,0.127645,312.649,23.6276,0,7001010
7006110,0.0350632,0.187303,11.1235,0.00350632,0.0187303,0.175316,312.639,23.6753,0,7001010
7006210,0.0442463,0.179357,11.3972,0.00442463,0.0179357,0.221232,312.629,23.7212,0,7001010
7006310,0.0529865,0.169616,11.6075,0.00529865,0.0169616,0.264932,312.619,23.7649,0,7001010
7006410,0.0611962,0.158177,11.746,0.00611962,0.0158177,0.305981,312.609,23.806,0,7001010
7006510,0.0687578,0.145222,11.807,0.00687578,0.0145222,0.343789,312.599,23.8438,0,7001010
7006610,0.0756697,0.130753,11.7888,0.00756697,0.0130753,0.378348,312.589,23.8783,0,7001010
7006710,0.081824,0.114975,11.6915,0.0081824,0.0114975,0.40912,312.579,23.9091,0,7001010
7006810,0.0871592,0.0980463,11.5191,0.00871592,0.00980463,0.435796,312.569,23.9358,0,7001010
7006910,0.0916219,0.0801358,11.2784,0.00916219,0.00801358,0.458109,312.559,23.9581,0,7001010
7007010,0.0951522,0.0615159,10.9807,0.00951522,0.00615159,0.475761,312.549,23.9758,0,7001010
7007110,0.0977496,0.0421907,10.6348,0.00977496,0.00421907,0.488748,312.539,23.9887,0,7001010
7007210,0.0993684,0.0224432,10.256,0.00993684,0.00224432,0.496842,312.529,23.9968,0,7001010
7007310,0.0999924,0.00247098,9.85942,0.00999924,0.000247098,0.499962,312.519,24,0,7001010
7007410,0.0996153,-0.017526,9.46083,0.00996153,-0.0017526,0.498077,312.509,23.9981,0,7001010
7007510,0.0982501,-0.0372515,9.07801,0.00982501,-0.00372515,0.49125,312.499,23.9913,0,7001010
7007610,0.095897,-0.0567015,8.7225,0.0095897,-0.00567015,0.479485,312.489,23.9795,0,7001010
7007710,0.0925839,-0.0755837,8.41043,0.00925839,-0.00755837,0.462919,312.479,23.9629,0,7001010
7007810,0.0883439,-0.0937093,8.15427,0.00883439,-0.00937093,0.441719,312.469,23.9417,0,7001010
7007910,0.0832195,-0.110897,7.96425,0.00832195,-0.0110897,0.416097,312.459,23.9161,0,7001010
7008010,0.0772929,-0.126898,7.84833,0.00772929,-0.0126899,0.386465,312.449,23.8865,0,7001010
7008110,0.0705655,-0.141711,7.81002,0.00705655,-0.0141711,0.352827,312.439,23.8528,0,7001010
7008210,0.0631316,-0.155105,7.85159,0.00631316,-0.0155105,0.315658,312.429,23.8157,0,7001010
7008310,0.0550657,-0.166946,7.9714,0.00550657,-0.0166946,0.275329,312.419,23.7753,0,7001010
7008410,0.0464486,-0.177116,8.16464,0.00464486,-0.0177116,0.232243,312.409,23.7322,0,7001010
7008510,0.0374117,-0.185476,8.4222,0.00374117,-0.0185476,0.187059,312.399,23.6871,0,7001010
7008610,0.0279571,-0.192025,8.73631,0.00279571,-0.0192025,0.139785,312.389,23.6398,0,7001010
7008710,0.0182225,-0.196651,9.0933,0.00182225,-0.0196651,0.0911127,312.379,23.5911,0,7001010
7008810,0.00830558,-0.199309,9.47892,0.000830558,-0.0199309,0.0415279,312.369,23.5415,0,7001010
7008910,-0.00169453,-0.199971,9.87777,-0.000169453,-0.0199971,-0.00847264,312.359,23.4915,0,7001010
7009010,-0.0116292,-0.198643,10.272,-0.00116292,-0.0198643,-0.0581459,312.349,23.4419,0,7001010
7009110,-0.0214962,-0.195324,10.6497,-0.00214962,-0.0195324,-0.107481,312.339,23.3925,0,7001010
7009210,-0.0311481,-0.190051,10.9939,-0.00311481,-0.0190051,-0.15574,312.329,23.3443,0,7001010
7009310,-0.0404881,-0.182874,11.2908,-0.00404881,-0.0182874,-0.20244,312.319,23.2976,0,7001010
7009410,-0.0494228,-0.173867,11.5286,-0.00494228,-0.0173867,-0.247114,312.309,23.2529,0,7001010
7009510,-0.0578228,-0.163175,11.697,-0.00578228,-0.0163175,-0.289114,312.299,23.2109,0,7001010
7009610,-0.0656865,-0.150802,11.7911,-0.00656865,-0.0150802,-0.328432,312.289,23.1716,0,7001010
7009710,-0.0728925,-0.136919,11.8061,-0.00728925,-0.0136919,-0.364463,312.279,23.1355,0,7001010
7009810,-0.0793688,-0.121665,11.7413,-0.00793688,-0.0121665,-0.396844,312.269,23.1032,0,7001010
7009910,-0.0850506,-0.105193,11.5993,-0.00850506,-0.0105193,-0.425253,312.259,23.0747,0,7001010
7010010,-0.0898594,-0.0877561,11.3871,-0.00898594,-0.00877561,-0.449297,312.249,23.0507,0,7001010
7010110,-0.0937944,-0.0693574,11.1111,-0.00937944,-0.00693574,-0.468972,312.239,23.031,0,7001010
7010210,-0.0967904,-0.0502643,10.783,-0.00967904,-0.00502643,-0.483952,312.229,23.016,0,7001010
7010310,-0.0988173,-0.0306681,10.4161,-0.00988173,-0.00306681,-0.494087,312.219,23.0059,0,7001010
7010410,-0.099855,-0.0107648,10.025,-0.0099855,-0.00107648,-0.499275,312.209,23.0007,0,7001010
7010510,-0.0998953,0.00914863,9.62722,-0.00998953,0.000914863,-0.499477,312.199,23.0005,0,7001010
7010610,-0.0989382,0.029068,9.23481,-0.00989382,0.0029068,-0.494691,312.189,23.0053,0,7001010
7010710,-0.0969905,0.0486964,8.86538,-0.00969905,0.00486964,-0.484953,312.179,23.015,0,7001010
7010810,-0.0940719,0.0678373,8.53368,-0.00940719,0.00678373,-0.47036,312.169,23.0296,0,7001010
7010910,-0.0902115,0.0862991,8.25297,-0.00902115,0.00862991,-0.451058,312.159,23.0489,0,7001010
7011010,-0.0854733,0.103813,8.03534,-0.00854733,0.0103813,-0.427367,312.149,23.0726,0,7001010
7011110,-0.0798584,0.120377,7.88738,-0.00798584,0.0120377,-0.399292,312.139,23.1007,0,7001010
7011210,-0.073444,0.135735,7.81622,-0.0073444,0.0135735,-0.36722,312.129,23.1328,0,7001010
7011310,-0.0662944,0.149734,7.8247,-0.00662944,0.0149734,-0.331472,312.119,23.1685,0,7001010
7011410,-0.0584811,0.162234,7.91248,-0.00584811,0.0162234,-0.292405,312.109,23.2076,0,7001010
7011510,-0.0501245,0.173061,8.07508,-0.00501245,0.0173061,-0.250623,312.099,23.2494,0,7001010
7011610,-0.0412266,0.182213,8.3076,-0.00412266,0.0182213,-0.206133,312.089,23.2939,0,7001010
7011710,-0.0319159,0.18954,8.60013,-0.00319159,0.018954,-0.159579,312.079,23.3404,0,7001010
7011810,-0.0222857,0.19497,8.94099,-0.00222857,0.019497,-0.111429,312.069,23.3886,0,7001010
7011910,-0.0124324,0.198448,9.31656,-0.00124324,0.0198448,-0.062162,312.059,23.4378,0,7001010
7012010,-0.00250346,0.199937,9.70989,-0.000250346,0.0199937,-0.0125173,312.049,23.4875,0,7001010
7012110,0.007499,0.199437,10.1091,0.0007499,0.0199437,0.037495,312.039,23.5375,0,7001010
7012210,0.0174264,0.19694,10.4964,0.00174264,0.019694,0.0871319,312.029,23.5871,0,7001010
7012310,0.0271793,0.192471,10.8562,0.00271793,0.0192471,0.135897,312.019,23.6359,0,7001010
7012410,0.0366601,0.186076,11.1743,0.00366601,0.0186076,0.183301,312.009,23.6833,0,7001010
7012510,0.0457305,0.177862,11.4367,0.00457305,0.0177862,0.228653,311.999,23.7287,0,7001010
7012610,0.0543886,0.167832,11.6356,0.00543886,0.0167832,0.271943,311.989,23.7719,0,7001010
7012710,0.0625021,0.156122,11.7616,0.00625021,0.0156122,0.31251,311.979,23.8125,0,7001010
7012810,0.0699899,0.142848,11.8096,0.00699899,0.0142848,0.349949,311.969,23.8499,0,7001010
7012910,0.076777,0.128145,11.7777,0.0076777,0.0128145,0.383885,311.959,23.8839,0,7001010
7013010,0.0827681,0.11224,11.668,0.00827681,0.011224,0.413841,311.949,23.9138,0,7001010
7013110,0.0879619,0.0951358,11.4837,0.00879619,0.00951358,0.439809,311.939,23.9398,0,7001010
7013210,0.0922751,0.0770794,11.2325,0.00922751,0.00770794,0.461375,311.929,23.9614,0,7001010
7013310,0.0956645,0.0582514,10.9245,0.00956645,0.00582514,0.478322,311.919,23.9783,0,7001010
7013410,0.0980962,0.0388402,10.572,0.00980962,0.00388402,0.490481,311.909,23.9905,0,7001010
7013510,0.0995411,0.0191374,10.191,0.00995411,0.00191374,0.497706,311.899,23.9977,0,7001010
7013610,0.0999991,-0.000852826,9.79294,0.00999991,-8.52826e-05,0.499995,311.889,24,0,7001010
7013710,0.0994559,-0.0208345,9.39558,0.00994559,-0.00208345,0.49728,311.879,23.9973,0,7001010
7013810,0.0979171,-0.0406076,9.01476,0.00979171,-0.00406076,0.489585,311.869,23.9896,0,7001010
7013910,0.095398,-0.0599741,8.66572,0.0095398,-0.00599741,0.47699,311.859,23.977,0,7001010
7014010,0.091943,-0.0786505,8.36373,0.00919431,-0.00786505,0.459715,311.849,23.9597,0,7001010
7014110,0.087553,-0.0966327,8.1179,0.0087553,-0.00966327,0.437765,311.839,23.9378,0,7001010
7014210,0.0822865,-0.113647,7.93967,0.00822865,-0.0113647,0.411432,311.829,23.9114,0,7001010
7014310,0.0761962,-0.129524,7.83615,0.00761962,-0.0129524,0.380981,311.819,23.881,0,7001010
7014410,0.069343,-0.144105,7.81147,0.0069343,-0.0144105,0.346715,311.809,23.8467,0,7001010
7014510,0.0618341,-0.157182,7.86616,0.00618341,-0.0157182,0.30917,311.799,23.8092,0,7001010
7014610,0.0536709,-0.168753,7.99857,0.00536709,-0.0168753,0.268355,311.789,23.7684,0,7001010
7014710,0.0449705,-0.178635,8.20334,0.00449705,-0.0178635,0.224852,311.779,23.7249,0,7001010
