time_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pressure,temperature,is_launched,base_time_ms
5063,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5095,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5126,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5157,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5188,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5220,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5252,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5282,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5314,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5345,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5376,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5407,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5437,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5468,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5500,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5532,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5564,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5594,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5626,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5657,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5688,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5719,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5751,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5782,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5813,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5844,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5876,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5906,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5937,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5968,0,0,-9.2153,0,0,0,1013.25,15,1,9878
5999,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6030,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6060,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6091,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6122,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6154,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6185,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6216,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6247,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6279,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6311,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6343,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6374,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6405,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6436,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6467,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6498,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6529,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6560,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6591,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6621,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6652,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6683,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6714,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6746,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6777,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6808,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6839,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6871,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6902,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6934,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6966,0,0,-9.2153,0,0,0,1013.25,15,1,9878
6997,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7028,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7059,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7091,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7121,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7153,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7184,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7215,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7247,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7277,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7308,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7340,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7371,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7401,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7433,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7464,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7496,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7527,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7558,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7589,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7621,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7652,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7682,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7713,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7744,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7776,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7807,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7838,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7869,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7900,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7931,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7962,0,0,-9.2153,0,0,0,1013.25,15,1,9878
7994,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8025,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8056,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8086,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8117,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8148,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8179,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8210,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8242,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8273,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8304,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8335,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8366,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8397,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8429,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8460,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8491,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8522,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8553,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8584,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8616,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8646,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8678,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8709,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8740,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8771,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8803,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8834,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8865,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8896,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8928,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8959,0,0,-9.2153,0,0,0,1013.25,15,1,9878
8990,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9021,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9051,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9082,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9113,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9145,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9176,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9208,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9238,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9269,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9302,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9332,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9363,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9393,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9424,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9455,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9487,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9518,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9548,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9580,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9611,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9642,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9673,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9703,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9734,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9766,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9797,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9829,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9860,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9879,0,0,-9.2153,0,0,0,1013.25,15,1,9878
9899,0,0,27.8186,0,0,0,1013.25,15,1,9878
9919,0,0,26.0135,0,0,0,1013.25,14.9999,1,9878
9949,0,0,23.305,0,0,0,1013.25,14.9997,1,9878
9969,0,0,22.8995,0,0,0,1013.24,14.9995,1,9878
9989,0,0,22.4939,0,0,0,1013.24,14.9993,1,9878
10009,0,0,22.4149,0,0,0,1013.23,14.9989,1,9878
10039,0,0,22.7867,0,0,0,1013.22,14.9984,1,9878
10069,0,0,24.1632,0,0,0,1013.21,14.9977,1,9878
10099,0,0,26.0426,0,0,0,1013.19,14.9968,1,9878
10129,0,0,27.6219,0,0,0,1013.17,14.9958,1,9878
10149,0,0,28.6749,0,0,0,1013.16,14.9951,1,9878
10179,0,0,29.1794,0,0,0,1013.14,14.9939,1,9878
10199,0,0,29.5157,0,0,0,1013.12,14.993,1,9878
10219,0,0,29.7949,0,0,0,1013.1,14.992,1,9878
10249,0,0,30.2136,0,0,0,1013.07,14.9904,1,9878
10269,0,0,30.6789,0,0,0,1013.05,14.9892,1,9878
10299,0,0,31.3767,0,0,0,1013.02,14.9873,1,9878
10319,0,0,31.6126,0,0,0,1012.99,14.9859,1,9878
10339,0,0,31.8482,0,0,0,1012.96,14.9845,1,9878
10369,0,0,32.1791,0,0,0,1012.92,14.9822,1,9878
10389,0,0,32.392,0,0,0,1012.89,14.9806,1,9878
10409,0,0,32.3446,0,0,0,1012.86,14.9789,1,9878
10429,0,0,32.037,0,0,0,1012.83,14.9771,1,9878
10459,0,0,31.6942,0,0,0,1012.77,14.9742,1,9878
10479,0,0,31.6243,0,0,0,1012.74,14.9723,1,9878
10499,0,0,31.5541,0,0,0,1012.7,14.9702,1,9878
10519,0,0,31.7104,0,0,0,1012.66,14.9681,1,9878
10539,0,0,31.8663,0,0,0,1012.62,14.9658,1,9878
10559,0,0,31.9928,0,0,0,1012.58,14.9636,1,9878
10589,0,0,32.1382,0,0,0,1012.51,14.96,1,9878
10609,0,0,32.172,0,0,0,1012.46,14.9575,1,9878
10629,0,0,32.1427,0,0,0,1012.42,14.955,1,9878
10649,0,0,32.1131,0,0,0,1012.37,14.9523,1,9878
10669,0,0,31.6738,0,0,0,1012.32,14.9496,1,9878
10689,0,0,31.2342,0,0,0,1012.27,14.9469,1,9878
10719,0,0,31.1941,0,0,0,1012.19,14.9426,1,9878
10739,0,0,31.3738,0,0,0,1012.13,14.9396,1,9878
10759,0,0,31.6183,0,0,0,1012.08,14.9366,1,9878
10779,0,0,31.9278,0,0,0,1012.02,14.9335,1,9878
10799,0,0,32.2372,0,0,0,1011.96,14.9303,1,9878
10829,0,0,31.3478,0,0,0,1011.87,14.9254,1,9878
10849,0,0,30.7551,0,0,0,1011.81,14.922,1,9878
10869,0,0,30.7974,0,0,0,1011.75,14.9185,1,9878
10898,0,0,30.8615,0,0,0,1011.65,14.9132,1,9878
10919,0,0,30.5643,0,0,0,1011.58,14.9096,1,9878
10939,0,0,30.2676,0,0,0,1011.51,14.9059,1,9878
10959,0,0,30.2206,0,0,0,1011.44,14.9022,1,9878
10979,0,0,30.4231,0,0,0,1011.37,14.8983,1,9878
10999,0,0,30.6266,0,0,0,1011.3,14.8944,1,9878
11019,0,0,30.517,0,0,0,1011.23,14.8904,1,9878
11039,0,0,30.4084,0,0,0,1011.15,14.8864,1,9878
11059,0,0,30.3826,0,0,0,1011.08,14.8822,1,9878
11079,0,0,30.4397,0,0,0,1011,14.8781,1,9878
11099,0,0,30.4979,0,0,0,1010.92,14.8738,1,9878
11119,0,0,30.0289,0,0,0,1010.84,14.8694,1,9878
11149,0,0,29.3276,0,0,0,1010.72,14.8628,1,9878
11169,0,0,29.9754,0,0,0,1010.63,14.8583,1,9878
11189,0,0,30.6244,0,0,0,1010.55,14.8537,1,9878
11209,0,0,30.5922,0,0,0,1010.46,14.8491,1,9878
11229,0,0,29.879,0,0,0,1010.38,14.8443,1,9878
11249,0,0,29.1669,0,0,0,1010.29,14.8396,1,9878
11269,0,0,29.6149,0,0,0,1010.2,14.8347,1,9878
11289,0,0,30.0637,0,0,0,1010.11,14.8298,1,9878
11309,0,0,30.4231,0,0,0,1010.02,14.8248,1,9878
11329,0,0,30.6931,0,0,0,1009.92,14.8197,1,9878
11349,0,0,30.9635,0,0,0,1009.83,14.8146,1,9878
11369,0,0,31.058,0,0,0,1009.73,14.8094,1,9878
11399,0,0,31.1998,0,0,0,1009.59,14.8015,1,9878
11419,0,0,30.1239,0,0,0,1009.49,14.7961,1,9878
11439,0,0,29.0478,0,0,0,1009.39,14.7907,1,9878
11459,0,0,28.6041,0,0,0,1009.29,14.7852,1,9878
11479,0,0,28.7924,0,0,0,1009.18,14.7796,1,9878
11499,0,0,28.9796,0,0,0,1009.08,14.774,1,9878
11519,0,0,29.5096,0,0,0,1008.97,14.7683,1,9878
11539,0,0,30.0382,0,0,0,1008.87,14.7626,1,9878
11559,0,0,29.9569,0,0,0,1008.76,14.7568,1,9878
11579,0,0,29.2658,0,0,0,1008.65,14.7509,1,9878
11599,0,0,28.573,0,0,0,1008.55,14.745,1,9878
11619,0,0,29.5663,0,0,0,1008.43,14.739,1,9878
11649,0,0,31.0522,0,0,0,1008.27,14.7299,1,9878
11669,0,0,30.1124,0,0,0,1008.15,14.7238,1,9878
11689,0,0,29.1709,0,0,0,1008.04,14.7176,1,9878
11709,0,0,28.6659,0,0,0,1007.93,14.7113,1,9878
11729,0,0,28.5975,0,0,0,1007.81,14.705,1,9878
11749,0,0,28.5271,0,0,0,1007.69,14.6987,1,9878
11769,0,0,28.7548,0,0,0,1007.57,14.6922,1,9878
11789,0,0,28.9808,0,0,0,1007.45,14.6857,1,9878
11809,0,0,29.269,0,0,0,1007.33,14.6792,1,9878
11829,0,0,29.6196,0,0,0,1007.21,14.6726,1,9878
11849,0,0,29.9687,0,0,0,1007.09,14.6659,1,9878
11869,0,0,29.4971,0,0,0,1006.97,14.6592,1,9878
11889,0,0,29.0246,0,0,0,1006.84,14.6524,1,9878
11909,0,0,28.6142,0,0,0,1006.71,14.6455,1,9878
11929,0,0,28.2659,0,0,0,1006.59,14.6386,1,9878
11949,0,0,27.9172,0,0,0,1006.46,14.6317,1,9878
11969,0,0,27.3393,0,0,0,1006.33,14.6247,1,9878
11989,0,0,26.7614,0,0,0,1006.2,14.6176,1,9878
12019,0,0,26.7039,0,0,0,1006,14.6069,1,9878
12039,0,0,26.9354,0,0,0,1005.87,14.5997,1,9878
12059,0,0,26.8644,0,0,0,1005.74,14.5924,1,9878
12079,0,0,26.4912,0,0,0,1005.6,14.5851,1,9878
12099,0,0,27.2771,0,0,0,1005.47,14.5777,1,9878
12119,0,0,29.2215,0,0,0,1005.33,14.5703,1,9878
12139,0,0,31.1659,0,0,0,1005.19,14.5628,1,9878
12159,0,0,30.2161,0,0,0,1005.05,14.5552,1,9878
12179,0,0,29.2676,0,0,0,1004.91,14.5476,1,9878
12199,0,0,28.5713,0,0,0,1004.77,14.5399,1,9878
12219,0,0,28.1273,0,0,0,1004.63,14.5322,1,9878
12239,0,0,27.6846,0,0,0,1004.49,14.5244,1,9878
12269,0,0,26.7175,0,0,0,1004.27,14.5125,1,9878
12289,0,0,26.0747,0,0,0,1004.13,14.5046,1,9878
12309,0,0,27.3718,0,0,0,1003.98,14.4966,1,9878
12329,0,0,28.6697,0,0,0,1003.83,14.4886,1,9878
12349,0,0,28.6686,0,0,0,1003.68,14.4804,1,9878
12369,0,0,27.3692,0,0,0,1003.53,14.4723,1,9878
12389,0,0,26.0714,0,0,0,1003.38,14.464,1,9878
12409,0,0,26.1103,0,0,0,1003.23,14.4557,1,9878
12429,0,0,26.1501,0,0,0,1003.08,14.4474,1,9878
12449,0,0,26.8681,0,0,0,1002.92,14.439,1,9878
12469,0,0,28.2637,0,0,0,1002.77,14.4306,1,9878
12489,0,0,29.6591,0,0,0,1002.61,14.4221,1,9878
12519,0,0,27.2272,0,0,0,1002.38,14.4092,1,9878
12539,0,0,25.6068,0,0,0,1002.22,14.4006,1,9878
12559,0,0,25.7914,0,0,0,1002.06,14.3919,1,9878
12579,0,0,25.9753,0,0,0,1001.9,14.3831,1,9878
12599,0,0,25.7427,0,0,0,1001.74,14.3743,1,9878
12619,0,0,25.0938,0,0,0,1001.58,14.3655,1,9878
